Conversation_id,Turns,Text,Category,Risk,language,label
66,12,"user: Hey, so I've been feeling pretty tired lately. Like all the time. Even after I sleep. Is that normal? I'm in school and work part-time so maybe I'm just overworked lol
assistant: That sounds tough, balancing school and work. Persistent fatigue can definitely be a sign you need more rest, but it's worth paying attention to. How's your sleep quality been? And how long has this been going on?
user: Yeah like 3-4 weeks maybe? I go to bed around 11 but I'm just not feeling refreshed when I wake up. My sleep seems fine tho. I dunno, maybe I'm just stressed about midterms coming up
assistant: Stress can definitely affect how rested you feel even with enough sleep. Have you noticed anything else different? Like changes in mood, appetite, or interest in things you usually enjoy?
user: Hmm not really? Well maybe I've been hanging out with friends less but that's cuz they're all busy I guess
assistant: That makes sense with everyone's schedules. Just keep in mind that connection with friends can actually help with energy levels. How are you feeling otherwise—mood-wise?
user: I'm ok I guess. Kinda lonely sometimes but like everyone feels that right? My friends don't really get what I'm going through anyway
assistant: Loneliness is common, but when it's persistent it's worth exploring. What do you mean about your friends not understanding? That sounds isolating.
user: They're just always so upbeat and stuff. They don't really get why I feel so blah about everything. I tried telling them I'm tired all the time but they're like 'just sleep more lol' so I stopped mentioning it
assistant: I hear you. It's frustrating when people dismiss what you're experiencing. You don't need to convince them—your feelings are valid. Have you considered talking to someone like a counselor or doctor about this?
user: Maybe. I dunno if it's worth it tho. Probably just me being dramatic or something
assistant: You're not being dramatic. What you're describing—fatigue, loneliness, doubting yourself—matters. Talking to a professional could really help. Would you be open to trying that?",yellow,low,en,0
67,12,"user: hey, so like I've been feeling really tired lately. Like all the time. Even after I sleep it's still there. Is that normal?
assistant: That sounds tough. Persistent fatigue can happen for lots of reasons—stress, sleep quality, activity levels. Have you noticed anything else different lately, or is it mainly the tiredness?
user: yeah I guess I've been kinda withdrawn? Like I used to hang with my friends more but now I just feel like... I dunno, like they wouldn't get it anyways. We don't really have much in common anymore I think
assistant: That distance from friends can feel isolating. Sometimes when we're going through stuff, it's hard to connect even with people we care about. What do you think changed?
user: not sure tbh. just feel different. like when I do see them I'm not as into things anymore. they're all talking about the same stuff and I just can't relate
assistant: That's a pretty common experience, especially at your age when people change at different speeds. Are you still doing activities you used to enjoy, or have those felt different too?
user: kinda. like soccer is whatever now. i still go to practice but like... idk it doesn't hit the same
assistant: When things that used to matter feel 'whatever,' that can be a sign something's shifted for you. How long have you been feeling this way?
user: maybe like a couple months? hard to say exactly. just been in this mood i guess
assistant: A couple months is worth paying attention to. Have you talked to anyone about this—family, a friend, or anyone you trust?
user: nah not really. they wouldn't get it anyway. im probably just being dramatic or whatever
assistant: You're not being dramatic. What you're describing—the fatigue, feeling disconnected, things not feeling the same—those are real. Talking to someone like a parent, school counselor, or doctor could actually help. Would that feel possible?",yellow,low,en,0
68,12,"user: hey! so i've been feeling pretty tired lately and idk why. like i sleep enough but i just feel drained all the time. is that normal?
assistant: That's a really valid thing to notice about yourself. Fatigue can come from lots of things—stress, changes in sleep quality, activity levels, or even just how you're feeling emotionally. How long has this been going on?
user: maybe like 3 or 4 weeks now? i used to be way more into hanging out with people but lately i just don't feel like doing much. still see my friends on weekends tho
assistant: A few weeks is worth paying attention to. It's good that you're still seeing friends. When you do hang out, how are those times feeling for you?
user: it's okay i guess. they're all talking about stuff and i'm kinda just there ya know? like they don't really get what's going on with me. feels lonely even when i'm with them
assistant: That's a tough feeling—being around people but not feeling connected. Have you thought about talking to any of them about what you're going through?
user: maybe... idk feels like they wouldn't get it anyway. plus i don't wanna be the sad one
assistant: That's a common worry, but real friends usually want to know what's up with you. Your feelings matter. What's one thing that used to make you feel better?
user: i used to like gaming and stuff but even that doesn't hit the same anymore. everything just feels kinda blah
assistant: When things feel blah like that, it can be a sign your mind and body need some support. Have you talked to anyone—parent, counselor, doctor—about how you've been feeling?
user: not really. don't know what i'd even say. probably just me being dramatic or something
assistant: You're not being dramatic. What you're describing—the tiredness, the disconnection, losing interest in things—those are real things worth talking about with someone who can help, like a counselor or doctor. Would you be open to that?",yellow,low,en,0
69,12,"user: hey, so i've been feeling kinda weird lately. like tired all the time even when i sleep enough? is that normal or should i be worried
assistant: That's actually pretty common, especially with school and everything going on. A few things could cause it—stress, sleep quality, even diet. Have you noticed anything else different lately?
user: yeah kind of? like i'm not really hanging out with my friends as much. not like, on purpose or anything. i just don't feel like doing stuff as much. but they probably wouldn't get it anyway lol
assistant: I hear you. Sometimes it's hard to explain what's going on to friends. Have you thought about talking to someone about how you're feeling—like family or a counselor?
user: maybe. idk. my parents are busy and they'd probably just say i'm spending too much time on my phone or whatever. i still go to school and stuff so it's not that bad
assistant: You're still functioning, which is good. But just because things aren't 'that bad' doesn't mean you shouldn't talk to someone. How's your mood been overall?
user: it's okay i guess. some days are better. mostly just feel kinda blah. like nothing really excites me anymore but that's probably fine
assistant: That feeling of things not being exciting—that's worth paying attention to. It might help to talk to someone who can really listen. Does your school have a counselor?
user: yeah they do. maybe i'll go sometime. probably won't help but worth trying i guess
assistant: I think it's worth trying. Even if it feels pointless right now, talking to someone trained to help can make a real difference. You deserve support.
user: ok. thanks i guess. just been a lot lately
assistant: You're welcome. I'm glad you reached out. Remember, reaching out to that counselor could be a good next step. You're not alone in this.",yellow,low,en,0
70,12,"user: hey! so i've been feeling kinda off lately. like i'm tired all the time even after sleeping? idk if that's normal or what
assistant: Hey, thanks for sharing. That sounds frustrating. Persistent tiredness can happen for lots of reasons—stress, sleep quality, even just life stuff. What's been going on with you lately?
user: honestly just school and work stuff i guess. nothing crazy happened but i just feel kinda blah about everything. even hanging with friends doesn't hit the same, you know?
assistant: I get that. When everything feels blah, it's hard to enjoy things you normally would. Have you talked to your friends about how you're feeling?
user: tried talking to them about it but they kinda just say ""oh you're fine"" or change the subject. they don't really get it i guess
assistant: That's tough when people don't really hear you. Sometimes people don't know how to respond. It's not your fault though. What would help you feel understood right now?
user: idk honestly. been missing a lot of stuff too. like i had plans last weekend but just didn't feel up to it
assistant: That's worth paying attention to. When you skip things you'd normally do, it can sometimes be a sign you're struggling more than you think. How long has this been happening?
user: maybe like a month or so? i still go to work and school but everything just feels like a lot
assistant: A month is a decent stretch. That persistent heaviness is important. You're doing the basics which is good, but you deserve support. Have you thought about talking to someone—like a counselor or doctor?
user: maybe. not sure if it's bad enough for that though. like i'm still functioning i guess
assistant: You don't have to wait until things get worse to reach out. You're noticing changes and feeling disconnected—that's enough. Would it help to talk about what reaching out might look like?",yellow,low,en,0
71,12,"user: Hey! So I've been feeling kinda tired all the time lately and I'm not sure what's up. Like, I get enough sleep but I still feel exhausted during the day. Is that normal?
assistant: That's a really common feeling, and I'm glad you're noticing it. Persistent fatigue can come from a bunch of things—stress, sleep quality, activity levels, even diet. Have you noticed any changes in your routine recently?
user: Not really? I mean, school's been the same. Maybe I'm just not doing as much as I used to. I used to hang with my friends more but lately I've just been staying in.
assistant: That's worth paying attention to. Sometimes when we're feeling fatigued, we naturally do less social stuff, which can sometimes make the fatigue feel worse. How are things with your friends right now?
user: They're fine I guess. We still text but when we hang out I don't know... it doesn't feel the same? Like they don't get what I'm going through. Idk, maybe I'm being weird.
assistant: You're not being weird. That feeling of disconnection, even with close friends, is something a lot of people experience. What do you think they're not getting?
user: Just like... everything feels harder lately. And they're all excited about stuff and I'm just kinda here. Don't really feel like explaining it.
assistant: That makes sense. It can be tough when your energy doesn't match what's around you. You don't have to explain everything to anyone. But I'm here to listen if you want to talk about it.
user: Thanks. Honestly I don't even know where to start. Everything just feels like a lot right now.
assistant: That's okay. You don't need to have it all figured out. Sometimes it helps to start with just one thing—like, what's weighing on you the most right now?
user: I guess just wondering if I'm doing anything right? Like school's fine but I feel like I'm falling behind or something. Probably just me overthinking.
assistant: That self-doubt you're describing, mixed with the fatigue and feeling disconnected—those things sometimes go together. Have you talked to anyone like a counselor about how you've been feeling? Could be really helpful to have someone to check in with.",yellow,low,en,0
72,12,"user: Hey, I've been feeling kinda off lately. Like, I'm tired all the time even after sleeping. Is that normal? I'm 19 and usually I'm pretty good with energy but this has been going on for like a month now.
assistant: That sounds frustrating. Persistent tiredness can come from a few things—stress, sleep quality, routine changes, or just how your body's doing. Have you noticed anything else that feels different lately?
user: Now that you mention it, yeah. I've been kinda withdrawn I guess? I used to go out with my friends a lot but lately I just don't feel like it. I end up staying in most weekends. They keep asking me to hang but I make excuses.
assistant: That shift from wanting to go out to preferring to stay in is worth paying attention to. Sometimes that's just a phase, but combined with the tiredness it's good you're noticing. What's holding you back from going out—just not in the mood, or is there more to it?
user: I dunno. When I think about hanging out I just feel like they won't get it, you know? Like they're all doing their own thing and I'm just... not fitting in the way I used to. Plus I'm always exhausted so the idea of being around people is kind of overwhelming rn.
assistant: That disconnect can be really lonely, especially when you're already drained. The exhaustion probably makes everything feel heavier. Have you talked to anyone about how you're feeling—your friends, family, or a counsellor?
user: Not really. My family's busy with their stuff and I don't wanna worry them. My friends wouldn't really understand tbh. It's just easier to keep it to myself.
assistant: I hear that. Sometimes it feels safer to handle it alone. But carrying this by yourself might be making it heavier. Even if they can't fix it, sometimes just saying it out loud helps. Have you thought about talking to someone professionally?
user: Maybe. I've thought about it but idk if it's serious enough? Like I'm still going to school and stuff, still do some activities. I'm not like, completely falling apart. Probably just a phase honestly.
assistant: You don't have to be falling apart for it to be worth checking in with someone. What you're describing—the tiredness, pulling back from friends, feeling misunderstood—those matter. Talking to a counsellor early can actually help prevent things from getting harder.
user: yeah maybe. just been trying to push through it. work's been ok i guess. just tired of feeling tired if that makes sense lol
assistant: That makes total sense. The exhaustion cycle is real. I'd really encourage you to reach out to your school counsellor or a local mental health service. You deserve support, not just to push through alone. Want help finding resources?",yellow,low,en,0
73,12,"user: Hey, so I've been feeling kinda off lately. Like, I'm tired all the time even though I'm getting enough sleep? It's weird. My friends think I'm just being lazy but I don't think that's it.
assistant: That sounds frustrating, especially when people around you don't get it. Persistent tiredness can come from a lot of things. Have you noticed anything else that feels different lately?
user: Yeah, I guess I've been kinda staying in more. Like, I still hang with people but I dunno, it doesn't feel the same? Everyone's doing their own thing and I just feel like I'm on the outside or something.
assistant: That's a common feeling, especially when you're going through a shift. Sometimes our energy changes and friendships need to adjust too. Are you doing activities you usually enjoy?
user: Not really tbh. Like I still go to class and stuff but I haven't been gaming as much. Just doesn't hit the same anymore.
assistant: When things we enjoy lose their spark, that can be a sign something's shifted emotionally. How are you feeling about things in general right now?
user: I dunno man. Just tired. School's fine I guess
assistant: That 'I dunno' feeling is worth paying attention to. It's okay if you can't put it all into words right now. Have you talked to anyone about how you're feeling?
user: Not really. My friends wouldn't understand anyway. They're all fine and doing their thing.
assistant: It can feel isolating when you think others won't get it. But sometimes sharing helps more than we expect. Is there anyone—family, a counselor—you'd feel comfortable talking to?
user: Maybe. I don't know if it's like, a real problem though.
assistant: What you're describing—the fatigue, losing interest in things, feeling disconnected—those are worth taking seriously, even if you're not sure it's 'real.' Talking to someone like a school counselor could really help. You deserve support.",yellow,low,en,0
74,12,"user: Hey, I'm not really sure why I'm messaging a bot but I've been feeling pretty worn out lately. Like, I go to school, come home, and just crash. Even on weekends I'm exhausted. Is that normal?
assistant: That sounds tough. Persistent fatigue can definitely be frustrating. There are lots of reasons for it—sleep, stress, activity levels. How are things going otherwise? School, friends, stuff like that?
user: School's fine, I guess. Same routine. My friends are cool but sometimes I feel like they don't really get what I'm going through, you know? Like we'll hang out but I don't feel as connected as I used to.
assistant: That disconnection can happen, especially if you're dealing with something they haven't experienced. Have you talked to them about how you're feeling?
user: Not really. I don't know what I'd even say. Plus I've been flaking on plans more often cause I'm just tired. Probably my fault
assistant: It's not about fault. When we're fatigued, it's harder to show up the way we normally do. That's understandable. Have you noticed anything else that's changed—like your mood or interest in things?
user: I still do stuff but it doesn't feel the same. Even things I liked before feel kinda bland now. Not sure why
assistant: That kind of numbness can go hand-in-hand with fatigue and stress. It might be worth checking in with yourself about what's on your mind—or talking to someone like a counselor if that feels right.
user: Maybe. I don't know if it's serious enough for that tho. Probably just me being dramatic
assistant: You're not being dramatic for noticing changes in how you feel. Even if it doesn't seem urgent, talking things out can help. Do you have access to a counselor at school?
user: Yeah there's one but idk. I'll think about it. Thanks for listening I guess
assistant: You're welcome. I'm glad you reached out. Take care of yourself, and remember that talking to someone—whether it's a counselor, trusted friend, or your family—can really help. You don't have to figure this out alone.",yellow,low,en,0
75,12,"user: hey, i've been feeling kinda tired lately and i'm not sure why? like i sleep enough but i just feel drained all the time. is that normal or should i be worried?
assistant: That's actually pretty common, especially with school and everything going on. A few things can cause that—stress, sleep quality, activity level. How's everything else been going for you?
user: yeah i guess school's been fine, pretty normal. it's more like a mental thing i think. like even when i'm with my friends i feel kinda... i dunno, disconnected? they're all talking about stuff and i'm just sitting there
assistant: That feeling of disconnect is worth paying attention to. Do you feel like you have anyone you can talk to about what's really on your mind?
user: not really tbh. like my friends are cool but they don't get it. they're all super into their stuff and i just feel like i'm on a different wavelength lately
assistant: That can feel pretty isolating. Even if it's hard, sharing how you're feeling might surprise you. Have you thought about talking to anyone—a friend, family, or someone like that?
user: maybe. idk if it's even worth bringing up honestly
assistant: It's worth it. These feelings you're describing matter. What's making you doubt whether it's worth sharing?
user: just feels silly i guess. like everyone's got stuff going on. probably just me being dramatic
assistant: You're not being dramatic. Feeling tired, disconnected, and doubting yourself—those are real things. They deserve to be talked about. What's one small thing that's been on your mind?
user: honestly just... everything feels harder lately. even stuff i used to like doesn't feel fun anymore. idk
assistant: That's an important thing you just shared. When things you enjoyed don't feel fun anymore, that's worth taking seriously. Have you thought about talking to someone you trust—a parent, counselor, or doctor? They can actually help.",yellow,low,en,0
76,20,"user: hey, i'm not really sure why i'm messaging but i've been feeling pretty empty lately. like nothing really matters, you know? everyone seems happy except me
assistant: I hear you. That emptiness you're describing can feel really isolating. I'm glad you reached out. What's been going on that's made you feel this way?
user: i dont know man. school's fine i guess, friends are fine but like... i just cry a lot now? and i dont even know why sometimes. its annoying
assistant: That sounds frustrating. Crying without knowing why can be a sign that something deeper is weighing on you. Have you noticed what triggers it, or does it just happen?
user: just happens randomly. my parents probably think im being dramatic. like they're always saying i should just be grateful
assistant: Sometimes people don't understand that feelings aren't about logic or gratitude. Your emotions are valid even if you can't pinpoint a reason. Do you have anyone you can talk to about this?
user: not really. everyone's busy with their own stuff anyway. im probably just being annoying
assistant: You're not annoying for having feelings. It sounds like you're carrying a lot by yourself though. That's a heavy weight. What does a typical day look like for you right now?
user: idk school then home. sleep. repeat. nothing interesting happens
assistant: That routine sounds draining when you're already feeling low. Do you do anything that used to bring you joy, even small things?
user: not really. nothing feels good anymore. i'm kind of useless at everything anyway
assistant: I'm concerned about what you're sharing. These feelings are real and they matter. Have you thought about talking to a counselor or doctor who can really help?
user: they cant help me
assistant: I know it might feel that way right now, but professional support can make a real difference. Would you be open to trying? I can help you find resources.
user: im tired
assistant: I hear that. Feeling this way is exhausting. Please reach out to someone today—a parent, school counselor, or a crisis line. You deserve support. In Canada, you can text HOME to 741741 anytime.
user: ok
assistant: Thank you for talking with me. Will you reach out to someone today? You matter, even if it doesn't feel like it right now.
user: maybe
assistant: Please don't wait. If you're in crisis, call 988 (Suicide & Crisis Lifeline) or go to your nearest ER. You deserve help right now, not maybe.",orange,high,en,1
77,12,"user: Hey, I've been feeling really down lately. Like, I don't know what's wrong with me. Everything just feels empty, you know? I cry a lot and I don't even know why sometimes.
assistant: I hear you. That sounds really hard. Those feelings of emptiness and crying spells can be overwhelming. I'm glad you reached out. Can you tell me a bit about when this started?
user: It's been like a few months now? I just wake up and feel nothing, or I feel too much at once. My friends don't get it. They're all doing their thing and I'm just... stuck. I feel like I'm weighing everyone down honestly.
assistant: Those thoughts about being a burden are pretty common when we're struggling, but they're often not true. Your friends might care more than you realize. Have you talked to anyone close to you about how you're feeling?
user: Not really. What's the point? They'd probably just worry and I don't wanna be that person. I don't even know how to explain it without sounding dramatic or whatever.
assistant: It's not dramatic to share what you're going through. But I understand why you'd hesitate. Those feelings are valid. What does a typical day look like for you right now?
user: idk just wake up, go through the motions. school or work. come home. nothing really matters much. keep having these thoughts that like, nobody would care if I just wasn't here
assistant: I'm concerned about those thoughts. They sound intrusive and painful. When you have them, what usually happens? Do they pass, or do they stick around?
user: they just keep coming back. like all the time. im useless anyway so idk why im surprised. everyone would be better off
assistant: Those negative thoughts are a sign you need real support right now. I care about your wellbeing. Have you thought about talking to a counselor or therapist who can help?
user: maybe. dont know. feels pointless. whats it gonna help
assistant: I know it feels hopeless right now, but these feelings can change with proper support. If you're having thoughts of hurting yourself, please reach out to a crisis line: text HOME to 741741 or call 988. Will you consider reaching out today?",orange,high,en,1
78,20,"user: Hey, I'm not doing great today. Like, everything just feels really heavy, you know? I don't even know where to start. My parents think I'm fine but I'm really struggling.
assistant: I hear you. It takes courage to reach out when things feel heavy. I'm here to listen. What's been weighing on you the most lately?
user: I just feel like... empty? Like there's nothing inside me anymore. I used to care about stuff but now everything just feels pointless. School, friends, whatever. Nothing seems to matter.
assistant: That emptiness you're describing sounds really painful. Those feelings can make everything seem pointless even when things matter. Have you felt this way for a while now?
user: Yeah, like weeks maybe. I cry a lot now, like over nothing. My friends don't really get it. Nobody does. They're all fine and I'm just... broken or whatever.
assistant: You're not broken. What you're experiencing is real, and it's good you're naming it. Sometimes people around us can't see the full picture of what we're going through. Have you talked to anyone—like a counselor—about how long this has been?
user: not really. my parents would just worry more and i dont want that. plus idk if it would even help. im probably just being dramatic
assistant: What you're feeling isn't dramatic. The fact that it's been going on for weeks and affecting how you see things matters. Your parents might surprise you—sometimes they want to help. What's your biggest worry about telling them?
user: i dunno. they have enough going on. im just making things harder for everyone
assistant: I hear that you're thinking about how you affect others. But your wellbeing matters too, not just theirs. You're not a burden. What would it feel like to let someone help you?
user: pointless honestly. nothing helps. im useless anyway
assistant: I'm concerned about how you're talking about yourself right now. These thoughts—that you're useless, that nothing helps—those are signs you need real support, not just me. Can you reach out to a counselor or your doctor this week?
user: maybe. i dont know
assistant: I know it feels hard right now. But I need you to know: you deserve help and things can get better. If you're having thoughts of hurting yourself, please contact a crisis line—they're real people who understand. Will you reach out to someone today?
user: ill think about it
assistant: Please don't wait. Here's what I want you to do: text or call a crisis service today, or tell a trusted adult—a parent, teacher, or counselor. You don't have to carry this alone. Can you commit to reaching out to someone within the next few hours?
user: ok
assistant: Thank you for saying that. I know this is hard. You reaching out here shows strength. Please follow through—talk to someone who can really help. You matter, and this can get better.
user: thanks
assistant: You're welcome. Take care of yourself today. And remember—reaching out for help is one of the bravest things you can do.",orange,high,en,1
79,14,"user: Hey, I'm not really doing great today. Been feeling kinda empty lately and I don't know why. Like nothing really matters much anymore, you know? Just woke up and felt this weight on me.
assistant: I hear you. That heaviness you're describing sounds really tough. Can you tell me a bit more about when this started? Sometimes understanding the timing can help us figure things out.
user: I guess it's been like a few weeks now? Maybe longer. My friends don't really get it. They're all doing their thing and I'm just here feeling like I'm in the way, honestly. Like I'd be better off not bothering them all the time.
assistant: That's a painful place to be. But I want to gently push back on that thought—you're not a burden to people who care about you. What you're feeling right now is real, but it's not the whole truth. Have you talked to anyone close to you about these feelings?
user: not really. whats the point. they wouldnt understand anyway. everythings just pointless sometimes. i cry like every day now and i cant even explain why
assistant: The crying makes sense—sometimes our emotions come out before we can put words to them. That doesn't mean it's pointless to share though. Even if it's hard. Have you thought about talking to someone like a counselor at school or a doctor?
user: i dunno. maybe. feels useless tho
assistant: I know things feel pretty hopeless right now, but reaching out is actually the opposite of useless—it's one of the bravest things you can do. You reached out to me. That matters. Would it help to talk about one small thing that's been on your mind?
user: just tired. all the time. even when i sleep
assistant: That exhaustion is a real symptom of what you're going through. Your mind and body are both struggling right now. That's why talking to someone trained to help—like a counselor—could make a real difference. Do you have someone at school you could reach out to?
user: maybe the school counselor. idk
assistant: That's a good thought. Even if you're not sure, trying it could be helpful. In the meantime, if you ever feel like you can't keep yourself safe, please reach out to a crisis line. You deserve support through this. Will you consider contacting your school counselor this week?
user: ill think about it
assistant: That's okay. Think about it, and remember you don't have to do this alone. If things get worse or you need help right now, text or call a crisis service. You matter, even when it doesn't feel that way. I'm here if you want to talk again.",orange,high,en,1
80,12,"user: Hey, I've been feeling really empty lately. Like nothing makes me happy anymore. Even things I used to enjoy just feel pointless. I don't know if that makes sense.
assistant: That makes total sense. Anhedonia—when things lose their shine—is really tough. Can you tell me when this started? Was there something that triggered it?
user: I guess it's been a few months now? I'm not sure what started it honestly. I've just been feeling like I'm not good at anything. My friends seem to have it together and I'm just... stuck. I cry a lot too, which is embarrassing.
assistant: Crying isn't something to be embarrassed about—it's your brain processing hard feelings. Have you talked to anyone in your life about this? Friends, family, or a counselor?
user: not really. everyone's so busy and honestly i dont think they'd get it. theyre all stressed about uni or work and i don't want to add to that. i feel like such a burden already
assistant: Those feelings of being a burden are symptoms—not facts. People who care about you usually want to know when you're hurting. What's stopping you from reaching out to one person?
user: idk. theyd probably just try to fix me or tell me to think positive or whatever. and it wouldnt help anyway
assistant: That fear makes sense. When we're struggling, generic advice doesn't cut it. But have you considered talking to a counselor? Someone trained specifically for this?
user: maybe. i just feel like nothing helps. like im just broken or something
assistant: You're not broken. What you're describing sounds like depression, and it's treatable. Will you reach out to a counselor this week? Even just to try?
user: i guess. but honestly it probably wont matter
assistant: I hear the hopelessness. That's the depression talking, not reality. Reaching out matters. Would you contact your school counselor or a mental health line today? I can help you find resources.",orange,high,en,1
81,12,"user: Hey, I've been feeling really down lately. Like, everything just feels empty, you know? I don't even know why I'm messaging but I needed to talk to someone.
assistant: I'm really glad you reached out. That feeling of emptiness sounds really tough. I'm here to listen. Can you tell me a bit more about what's been going on?
user: I dunno, it's just like nothing matters anymore. I try to do stuff but I can't focus. I cry like every day now and I don't even know why. My friends probably think I'm being dramatic.
assistant: That sounds exhausting. Crying often can be a sign you're really overwhelmed. Have you been able to talk to any of your friends or family about how you're feeling?
user: Not really. They're all busy with their own stuff and honestly I don't think they'd get it. Like, no one really understands what's happening in my head. I feel like I'm just a burden to everyone.
assistant: Those feelings of being a burden are really common when you're struggling, but they're often not true. You matter. Have you talked to anyone professional, like a counselor?
user: I don't really know. Maybe. There's just so much in my head. I keep thinking like... why am I even here? Like what's the point
assistant: I hear that you're in a lot of pain right now. Those thoughts are really important to talk about with someone who can help more than I can. Have you considered reaching out to a counselor or crisis line?
user: idk. feels useless anyway
assistant: I understand you're feeling hopeless right now, but that's the pain talking, not the truth. You deserve support. Would you be open to contacting a counselor or a crisis line today?
user: maybe. dont know if it'll help
assistant: I know it's hard to believe things can get better right now. But reaching out is a brave step. In Canada, you can text HOME to 741741 or call 1-833-456-4566. Would you be willing to try?",orange,high,en,1
82,12,"user: Hey, I've been having a really rough week. Everything just feels kind of empty, you know? Like nothing makes me happy anymore. I don't even know why I'm messaging but I needed to talk to someone.
assistant: I'm glad you reached out. That feeling of emptiness can be really heavy. I'm here to listen. What's been making this week especially rough for you?
user: I don't know man, it's just like... everything feels pointless. I wake up and there's just nothing there. My friends try to help but they don't really get it. Nobody understands what this is like.
assistant: That sense of isolation makes everything harder. Even when people care, it can feel like they're on the outside looking in. Can you tell me what a typical day looks like for you right now?
user: idk just school and coming home. i dont really want to do anything anymore. even stuff i used to like just feels boring now. probably because im just not a fun person
assistant: When we're feeling this way, our brain tells us things about ourselves that aren't true. The things you used to enjoy being less appealing right now is actually a symptom, not who you are. Have you talked to anyone—like a parent or counselor—about how you're feeling?
user: not really. they'd just worry and think im broken or something. plus theyre already dealing with enough. im just making everything worse
assistant: It sounds like you're carrying a lot of guilt about burdening people. That's really common when you're struggling, but it's not actually true. People who care about you would want to know. What do you think would happen if you told them?
user: they'd be disappointed i think. or sad. either way theyd be better off without me around honestly
assistant: I hear that hopelessness right now, and I'm concerned. Those thoughts of being a burden—they're serious. Have you thought about hurting yourself or not wanting to be here?
user: idk. not like a plan or anything. just like why am i even here
assistant: I'm really glad you're being honest with me. These feelings are treatable, but you need support from someone who can help in person. Can you reach out to a trusted adult today—a parent, school counselor, or doctor? Or I can give you a crisis line number if that feels safer.",orange,high,en,1
83,12,"user: Hey, I'm not doing great today. Like, everything just feels really empty, you know? I don't even know why I'm messaging. Nobody really gets what I'm going through anyway.
assistant: I hear you. That feeling of emptiness is really tough, and I'm glad you reached out. I'm here to listen. What's been weighing on you most?
user: It's just... everything? School's fine I guess, but like, I look at my friends and they all seem happy and I'm just here being sad all the time. They probably think I'm annoying anyway. I cry like every day now and I can't even explain why sometimes.
assistant: Those feelings are valid, even when they're hard to explain. It sounds like you're carrying a lot. Have you talked to anyone close to you about this?
user: not really. whats the point? they'd just worry and id feel like a burden. like im just making things worse for everyone around me
assistant: It makes sense you're worried about that, but people who care about you would want to know you're struggling. You're not a burden for having feelings. What's one small thing that felt okay recently?
user: idk honestly. nothing really feels okay anymore. im useless at everything anyway so it doesn't matter
assistant: Those thoughts sound really painful right now. But feelings aren't facts, even though they feel true. I'm wondering - have you thought about talking to a counselor or therapist?
user: maybe. idk if itd help though
assistant: It's worth trying. A lot of people find it really helps to talk to someone trained in this. Would you be open to reaching out to someone this week?
user: i guess. dont know where to start
assistant: That's okay, we can take it one step at a time. Can you talk to a parent, school counselor, or doctor about getting connected? You don't have to do it alone.",orange,high,en,1
84,12,"user: Hey, I've been feeling really empty lately. Like, nothing makes me happy anymore. I don't know what's wrong with me. My friends say I should just get over it but they don't really get what I'm going through.
assistant: I hear you. That emptiness sounds really tough, and it's good you're reaching out. Sometimes people around us don't fully understand what we're experiencing. What do you think might help you feel a bit better right now?
user: I don't know honestly. I've tried hanging out with people, tried hobbies, nothing sticks. I just end up feeling worse because I feel like I'm dragging everyone down. Like I'm a burden on everyone.
assistant: That's a heavy feeling to carry. But I want you to know those thoughts about being a burden—they're part of what you're experiencing, not the truth about you. Have you talked to anyone you trust about this, like family or a counselor?
user: My parents worry enough already. They have their own stuff going on. I don't wanna add to it. I've cried so much lately and I don't even know why anymore. It just happens.
assistant: Crying is your body's way of expressing what's hard to say. You don't need to have all the reasons figured out. Your parents would probably want to know you're struggling though. Would you consider telling them, even just a little?
user: maybe. i dunno. everything just feels pointless rn
assistant: I notice things feel pretty heavy right now. That pointlessness you're describing is real, but it can shift. When was the last time something felt even a tiny bit okay?
user: cant remember honestly. been weeks maybe
assistant: That's a long time to feel this way. I'm glad you're here talking about it. Has anything gotten worse, or is it mostly just the same emptiness?
user: idk. just tired all the time. useless
assistant: I'm concerned about how you're feeling. You're not useless—you matter. But I think you need more support than I can give. Have you thought about talking to a doctor or counselor? They can really help.",orange,high,en,1
