Conversation_id,Turns,Text,Category,Risk,language,label,conversation_id
,12,"user: Yo, salut! Je sais pas trop pourquoi j'suis sur cette app, mais tsé, j'me sens pas mal fatiguée ces temps-ci. C'est normal pour un jeune de 19 ans d'être toujours aussi crever?
assistant: Salut! C'est cool que tu sois venu parler. La fatigue, c'est quelque chose que beaucoup de gens vivent. Ça peut venir de plein de choses - le stress, le sommeil, la routine. Tu as une idée de ce qui pourrait causer ça chez toi?
user: Je sais pas vraiment. J'fais mes trucs habituels - école, travail à temps partiel. Je dors assez, je pense. C'est juste... j'suis tout le temps fatiguée même si j'ai dormi 8-9 heures.
assistant: D'accord, c'est intéressant. Quand on est fatiguée même avec assez de sommeil, ça peut être émotionnel aussi, pas juste physique. Comment ça va côté émotions en ce moment? Tu te sens comment?
user: Bof. C'est comme... vide? Je sais pas comment le dire. J'ai pas vraiment le gout de faire des affaires avec mes amis lately. Eux autres y comprennent pas pourquoi j'dis non tout le temps.
assistant: C'est important ce que tu dis. Se sentir vide et moins intéressée par les choses qu'on aimait, c'est quelque chose à prendre au sérieux. Tes amis savent que tu trouves dur en ce moment?
user: Pas vraiment. Y pensent juste que j'suis de mauvaise humeur. Y m'text comme avant mais moi j'ai pas le gout de répondre.
assistant: C'est un pattern qu'on voit souvent. Quand on se retire comme ça, c'est pas de la mauvaise humeur, c'est souvent un signe que quelque chose se passe. Est-ce qu'il y a une personne dans ta vie avec qui tu pourrais parler de ça? Un parent, un ami proche?
user: Mes parents... pfft. Y vont juste me dire d'aller dehors pis de pas rester sur mon téléphone. Pis j'ai pas envie d'inquiéter personne avec mes affaires.
assistant: Je comprends. Mais c'est pas vraiment t'inquiéter quelqu'un que de parler de ce que tu traverses. C'est important. En attendant, tu fais encore des affaires que tu aimais avant? Du sport, des hobbies, n'importe quoi?
user: Non, j'me force pas mal. Même mon projet photo que j'aimais... j'y touche plus. J'sais pas pourquoi. Ça m'intéresse juste pu.
assistant: Ok. Ce que tu me décris - la fatigue, le vide, le retrait des amis ET des activités que tu aimais - c'est important. Ça peut être une dépression qui commence. Je pense vraiment que tu devrais parler à quelqu'un - un parent, un prof de confiance, ou un professionnel. Tu veux que j'te donne des ressources?",jaune,low,fr,0,synth_fr_jaune_341
,12,"user: Yo, salut! Comment ça va? Moi ça va pas mal, juste fatigué là. J'ai de la misère à dormir même quand je suis vraiment crevé, tsé?
assistant: Salut! C'est tough, l'insomnie. Ça arrive souvent ou c'est juste depuis peu? Des fois c'est le stress ou l'anxiété qui font ça.
user: Ouais ça fait genre deux semaines là. Je sais pas ce qui se passe. Pis même quand je réussis à dormir 8 heures, j'me réveille comme si j'avais rien dormi lol
assistant: C'est vraiment épuisant ce que tu décris. Deux semaines c'est pas rien. Est-ce qu'il y a quelque chose qui a changé dans ta vie récemment? L'école, les relations, autre chose?
user: Non pas vraiment. L'école c'est correct. Je sais pas... J'ai juste l'impression que personne comprend vraiment ce que je vis. Même mes amis sont pas mal occupés
assistant: C'est difficile de se sentir seul comme ça. Tu peux me dire un peu plus? C'est nouveau ce sentiment ou ça traîne depuis un bout?
user: Depuis quelques mois... Je me demande si je fais juste de la dépression normale ou quoi. Pis au lunch à l'école je préfère rester seul
assistant: Le fait que tu te retires petit à petit, c'est important. As-tu pensé à en parler à quelqu'un dans ta vie? Parent, coach, conseiller?
user: Non... Mes parents sont stressés là. Genre je veux pas les déranger. Pis j'sais pas trop comment dire anyway
assistant: Je comprends que tu veux pas les stresser, mais ce que tu vis c'est important. Même juste dire 'j'me sens pas bien' c'est un bon début. Y'a aussi des ressources si tu veux parler à quelqu'un d'autre.
user: Ouais... J'sais pas. Peut-être plus tard. Là j'ai juste besoin de dormir haha
assistant: OK, mais ne laisse pas ça trop longtemps. Si ça s'aggrave ou tu as des pensées sombres, contacte quelqu'un. Veux-tu des numéros? T'es pas seul là-dedans.",jaune,low,fr,0,synth_fr_jaune_342
,12,"user: Salut, comment ça va? Moi j'suis genre vraiment fatigué ces temps-ci. Je sais pas c'est quoi, j'arrive pas à me concentrer à l'école.
assistant: Hey, merci de m'écrire. C'est normal de sentir de la fatigue parfois. Est-ce que tu dors bien en ce moment? Ça peut vraiment affecter la concentration.
user: Pas vraiment, j'me couche tard et je reste awake longtemps. Je sais pas pourquoi j'arrive pas à éteindre mon cerveau tsé?
assistant: Ah oui, ça peut créer un vrai cycle difficile. Quand tu restes awake, t'as des affaires qui te préoccupent ou c'est juste que ton corps arrive pas à relaxer?
user: Je guess un peu des deux. Mon groupe d'amis c'est pas pareil en ce moment. J'ai pas vraiment le goût de faire affaires avec eux.
assistant: Ah, ça peut être tough quand la dynamique change. T'as l'impression que quelque chose a changé avec eux ou c'est plus toi qui sens de la distance?
user: Meh, y me comprennent pas vraiment de toute façon. Même quand je essaie de parler, c'est comme... ouais.
assistant: C'est isolant quand tu sentes que personne capte vraiment ce que tu vis. Ça te tente d'essayer de parler à quelqu'un en particulier ou tu préfères juste te tenir loin pour l'instant?
user: Je sais pas. Peut-être qu'y a quelque chose qui cloche avec moi genre. Comme si je suis pas... correct.
assistant: Ces pensées-là peuvent être vraiment lourdes à porter. Qu'est-ce qui te fait sentir que quelque chose cloche avec toi en particulier?
user: Tout le monde else a l'air de faire leurs affaires normalement. Moi j'arrive juste pas. J'ai même pas le goût d'aller à la gym avec mon chum comme avant.
assistant: Ça semble comme tu traverses une période difficile et que c'est affectant plusieurs parts de ta vie. Je suis contente que tu m'en parles. Ça t'aiderait d'avoir quelqu'un à qui parler pour vrai, pas juste moi?",jaune,low,fr,0,synth_fr_jaune_343
,12,"user: Yo, salut! J'suis pas mal tanné ces temps-ci. J'arrive pas à dormir correctement pis je suis toujours fatigué. C'est normal?
assistant: Salut! Oui, c'est quelque chose qu'on voit souvent. La fatigue peut venir de plusieurs affaires - le stress, la routine, le sommeil pas régulier. Depuis combien de temps tu sens ça?
user: Genre... deux-trois semaines? Avant j'étais normal mais là j'ai pas d'énergie. Même pour affaires que j'aimais.
assistant: Deux-trois semaines c'est important à noter. Y'a des affaires que t'aimais avant - tu peux m'en parler? Et ton sommeil, c'est quoi qui se passe?
user: Disons que j'regardais des series pis j'jouais avec mes amis. Là j'ai pas vraiment le goût. Mon sommeil c'est n'importe quoi, genre je m'endors à 3am pis je dois me lever tôt.
assistant: OK, ça peut vraiment affecter ton énergie, le manque de sommeil. Et pour les amis - comment ça se passe avec eux en ce moment? Tu les vois encore?
user: Ouais mais... j'sais pas. Ils comprennent pas vraiment ce que j'ressens. Quand j'en parle y disent juste ""tu dois positiver"" pis ça m'énerve. Faque je parle moins.
assistant: C'est frustrant quand les gens minimisent ce tu ressens. C'est correct de te sentir incompris. Tu as quelqu'un d'autre dans ta vie à qui parler?
user: Pas vraiment non. Ma famille c'est pareil. J'aime mieux rester seul anyway.
assistant: OK, j'comprends que tu veux de l'espace. Mais l'isolement peut parfois amplifier ce qu'on ressent. Comment tu te sens en général, au-delà de la fatigue?
user: Je sais pas... mêlé? Genre j'doute de tout maintenant. De mes choix, de mes amis. Ça me dit rien la vie ces temps-ci ostie.
assistant: Ce que tu décris - la fatigue, le doute, l'isolement, rien qui t'intéresse - c'est important. Ce serait bon de parler à quelqu'un de confiance, comme un parent ou un conseil en école. Tu penses que tu pourrais?",jaune,low,fr,0,synth_fr_jaune_344
,12,"user: Yo, ça va? J'suis un peu fatigué ces temps-ci. C'est normal tsé, avoir de la misère à me lever le matin même si j'ai dormi?
assistant: Salut! C'est une bonne question. Ouais, c'est assez courant d'avoir cette fatigue même après du sommeil. Ça peut venir de plusieurs affaires - du stress, des changements dans ta routine, ou juste ton corps qui dit qu'il a besoin de plus. Ça dure depuis longtemps pour toi?
user: Peut-être deux, trois semaines? J'sais pas trop. Je suis quand même allé à l'école pis j'ai vu mes chums le fin de semaine. C'est juste que j'ai pas vraiment le fun comme avant.
assistant: Deux-trois semaines, c'est notable. C'est intéressant que tu dises que tu as moins de fun même avec tes amis. Est-ce que c'est parce que tu te sens fatigué, ou il y a quelque chose d'autre qui te préoccupe?
user: Mmm pas mal fatigue ouais. Pis honnêtement, parfois j'ai l'impression qu'y me comprennent pas vraiment. Y trouvent que j'suis weird ce temps-ci. Peut-être qu'c'est juste moi qui suis trop dans ma tête.
assistant: C'est rough de se sentir pas compris par ses amis. Ça arrive à beaucoup de gens de traverser des périodes où on se sent décalé. Peux-tu me dire c'est quoi qui te fait sentir que tu es dans ta tête? Y a quelque chose de spécifique qui te tracasse?
user: Pas vraiment. C'est juste... j'sais pas. Y a rien de fou qui s'passe. C'est pas comme si j'avais un problème majeur. Tsé?
assistant: Je comprends. Parfois c'est dur de nommer exactement ce qui se passe quand y a pas quelque chose de gros qui cause ça. Comment tu te sens quand tu es tout seul?
user: Seul? Bah, j'aime ben ça être tout seul normalement. Maintenant c'est just... différent. J'suis pas mal seul ces jours-ci même quand y a du monde autour.
assistant: Ah, c'est une bonne distinction. Se sentir seul même quand il y a des gens autour, c'est quelque chose. Ça peut être isolant. Est-ce que tu parles de tes sentiments à quelqu'un en ce moment?
user: Non pas vraiment. À qui je dirais? Y vont juste dire que j'suis pas capable de dealer avec mon affaire.
assistant: C'est un poids de garder ça juste pour toi. Tu sais, c'que tu décris - la fatigue, la solitude, les doutes sur toi - ça mérite d'être entendu. As-tu pensé à parler avec quelqu'un comme un intervenant scolaire ou un professionnel?",jaune,low,fr,0,synth_fr_jaune_345
,12,"user: Yo, ça va? J'suis pas mal fatigué ces derniers temps. C'est normal d'être aussi épuisé même après avoir dormi? Tsé, je m'endors vite mais je m'réveille épu.
assistant: Salut! Oui, c'est quelque chose que beaucoup de monde vivent. La fatigue peut venir de plein d'affaires - le stress, les changements de routine, ou même juste l'accumulation de tout ce qu'on fait. Est-ce qu'il y a eu des changements dans ta vie récemment?
user: Pas vraiment de changements majeurs, c'est juste... je sais pas. L'école c'est normal, mes parents vont bien. Juste que j'ai moins le goût de sortir avec mes amis comme avant, même si j'aimerais ça être avec du monde.
assistant: C'est intéressant ce que tu dis - avoir envie d'être avec du monde mais moins de motivation pour aller les voir. Ça peut être un signe que quelque chose te pèse un peu. Comment tu te sens quand tu es avec tes amis? Est-ce que c'est mieux ou pareil?
user: Honnêtement, quand je suis avec eux, c'est correct mais... j'ai l'impression qu'y comprennent pas vraiment ce que je vis. Comme si j'étais sur une autre longueur d'onde. Ça me fait sentir plus seul, faque des fois je préfère rester chez nous.
assistant: C'est dur de se sentir déconnecté de ses amis comme ça. Même quand on est ensemble, la solitude peut être présente. As-tu pensé à parler à quelqu'un de ce que tu ressens? Pas nécessairement tes amis, peut-être un adulte en qui tu as confiance?
user: Nah, j'sais pas trop. Y vont penser que c'est rien ou que je m'fais des histoires. Je sais pas si ça vaut vraiment la peine d'en parler, tsé?
assistant: Ça vaut toujours la peine. Ce que tu ressens est important, même si ça semble petit. Tu mérites d'être écouté. Peux-tu me dire, comment tu te sens par rapport à toi-même en général ces jours-ci?
user: Je sais pas trop... Des fois je me dis que j'suis pas bon dans rien. Comme, je fais mes trucs à l'école mais ça me dit rien. Même les affaires que j'aimais avant, j'ai moins le goût.
assistant: C'est important de remarquer ça. La perte d'intérêt pour les choses qu'on aimait, combinée avec la fatigue et la solitude que tu décris, c'est quelque chose de réel. Comment tu gères ça jour après jour?
user: Euh, je fais juste... j'essaie de passer à travers la journée, genre. Je vais à l'école, je reviens, je reste dans ma chambre. C'est plus facile que de faire un effort.
assistant: Merci de te confier. Ce que tu décris - la fatigue persistante, la solitude, la perte d'intérêt, vouloir rester isolé - c'est important à partager avec un adulte de confiance. Un parent, un conseiller scolaire ou un professionnel. C'est pas quelque chose à gérer tout seul. Tu penses pouvoir faire ça?",jaune,low,fr,0,synth_fr_jaune_346
,12,"user: Yo, ça va? J'sais pas trop pourquoi j'suis ici tsé. Mon ami m'a dit que ça pouvait aider à parler de trucs. J'me sens juste... tired lately. Genre vraiment fatigué tout le temps.
assistant: Salut! Merci d'être ici. C'est cool que tu décides d'en parler. La fatigue persistante, c'est quelque chose d'important à noter. Ça affecte beaucoup de domaines de ta vie? Les études, les amis, les activités que tu aimes?
user: Ouais, genre j'me lève et j'suis déjà épuisé avant même de faire quoi que ce soit. J'aime encore jouer au hockey avec mon équipe pis tout, mais faut vraiment que je me force. Avant c'était mon moment préféré du jour, là c'est juste... meh.
assistant: Ça c'est intéressant à noter - quand quelque chose qu'on aimait vraiment devient difficile ou moins motivant, ça peut être un signe que quelque chose change en nous. Est-ce que ça a commencé à un moment précis ou c'est devenu graduel?
user: Graduel je pense. Genre depuis genre deux-trois mois? J'sais pas. Tout m'semble plus lourd. Mes amis font des plans et j'ai pas trop envie de sortir avec eux. Y disent que j'suis weird maintenant mais y comprennent pas vraiment ce qui se passe.
assistant: C'est difficile quand les gens autour de nous ne captent pas ce qu'on traverse. C'est normal de se sentir un peu seul comme ça. Toi, penses-tu savoir pourquoi tu as moins envie de sortir? C'est l'énergie qui manque ou c'est autre chose?
user: L'énergie tsé... mais aussi j'sais pas. Quand j'suis avec eux, j'me sens pas vraiment connecté. Comme si j'étais pas vraiment là.
assistant: C'est une sensation difficile à vivre, se sentir détaché même quand on est avec du monde. Tu as des moments où tu te sens mieux, même un petit peu?
user: Des fois le matin avant que la fatigue arrive... mais c'est court. J'sais pas c'est quoi qui m'arrive.
assistant: C'est correct de pas avoir toutes les réponses maintenant. Ce que tu décris - la fatigue, le sentiment de détachement, moins d'intérêt pour les choses - ça mérite qu'on en parle plus profondément. As-tu pensé à en parler avec quelqu'un comme un conseiller ou un professionnel?
user: Pas vraiment. J'sais pas si ça va vraiment aider. Pis mes parents... y vont juste stresser.
assistant: Je comprends tes hésitations. Mais ce que tu vis est important, et tu mérites du support. Parler à quelqu'un de qualifié pourrait vraiment aider à comprendre ce qui se passe. Veux-tu que je te donne des ressources au Québec qui sont confidentielles et faites pour les jeunes?",jaune,low,fr,0,synth_fr_jaune_347
,12,"user: Yo, comment ça va? Moi j'suis genre pas mal fatigué ces temps-ci. C'est normal ça tsé? Genre je dors 8-9 heures mais j'me sens pas reposé anyway.
assistant: Salut! C'est une bonne question. La fatigue peut venir de plusieurs choses - du stress, de la qualité du sommeil, ou juste l'accumulation de trucs. Est-ce qu'il y a quelque chose en particulier qui t'occupe l'esprit en ce moment?
user: Hmm, pas vraiment un truc spécifique. C'est juste... j'sais pas, j'me sens pas mal seul lately. Même avec mes amis j'feel pas vraiment compris tsé.
assistant: C'est difficile de te sentir seul même quand t'es entouré. Ça peut arriver à tout le monde. Est-ce que tu as parlé avec quelqu'un de ce que tu ressens? Parfois juste dire les choses ça aide.
user: Nah, j'ai pas vraiment essayé. Genre, comment tu leur expliques ça? Ils vont penser que c'est weird ou je sais pas...
assistant: C'est compréhensible d'avoir peur de pas être compris. Mais souvent les gens sont plus à l'écoute qu'on le pense. Y a pas de honte à partager comment tu te sens.
user: Ouais... tu dis ça comme ça mais c'est plus facile à dire. Anyway, même l'école c'est dur lately. J'ai de la misère à me concentrer.
assistant: La concentration peut être affectée quand on est fatigué ou préoccupé. Ça va depuis longtemps comme ça? As-tu remarqué si c'est surtout dans certains cours ou partout?
user: Juste... partout je guess. J'me force à faire mes devoirs mais c'est pas vraiment ma priorité. Pis j'scroll sur mon phone au lieu de faire d'autres trucs.
assistant: C'est un pattern que beaucoup vivent. Le phone c'est facile et ça demande pas d'effort. Mais ça peut aussi nous isoler plus. Est-ce que tu fais encore des activités que tu aimais avant?
user: Pas mal moins. J'suis allé à un match avec mon équipe y'a deux semaines mais là... j'sais pas. Ça m'intéresse moins. Je sais pas c'est quoi mon problème.
assistant: Y a pas de 'problème' avec toi. Ce que tu décris - la fatigue, moins d'intérêt pour les choses, la solitude - c'est quelque chose que tu pourrais explorer avec un pro comme un conseiller à l'école. Pas besoin d'avoir une grosse crise pour aller parler à quelqu'un. Ça t'intéresse?",jaune,low,fr,0,synth_fr_jaune_348
,12,"user: Yo, ça va? J'sais pas trop pourquoi je suis ici haha. Mon ami m'a dit que c'était cool de parler à quelqu'un quand ça va pas. Moi ça va relativement bien, mais lately j'suis juste vraiment fatigué, tsé?
assistant: Hey! Je suis content que tu sois là. C'est normal de se sentir fatigué parfois. Est-ce que c'est une fatigue physique ou plutôt mentale? Ou les deux?
user: Ouais bonne question. Je dirais mentale surtout. Je dors pas mal, mais j'me réveille crévé. Et j'ai pas vraiment le goût de faire des affaires que j'aimais avant, faque c'est weird.
assistant: Ça arrive souvent que la fatigue mentale affecte même si on dort bien. Penses-tu qu'il y a quelque chose en particulier qui te pèse en ce moment? À l'école, avec les amis, à la maison?
user: Hmm, tout va correct à l'école et à la maison c'est normal. Mais avec les amis... je sais pas, j'ai l'impression qu'y me comprennent pas vraiment? Comme on parle moins souvent maintenant.
assistant: C'est une feeling difficile de sentir qu'on se comprend pas avec ses proches. Est-ce que c'est toi qui as moins envie de parler, ou c'est eux qui sont moins là?
user: Honnêtement c'est probablement moi. J'ai juste moins d'énergie pour textoter et traîner. Y m'invitent encore mais... ça m'tente pas vraiment.
assistant: C'est correct de vouloir moins socialiser quand on est fatigué. Mais si c'est un changement pour toi, ça vaut la peine d'y faire attention. Est-ce que tu fais des choses seul que t'aimes?
user: Pas mal. Suis sur mon ordi, je regarde des trucs, je scroll. Mais même ça ça m'intéresse moins. J'sais pas c'est quoi mon problème haha.
assistant: Y a pas de problème avec toi. Quand rien ne nous intéresse vraiment, c'est souvent un signe que quelque chose nous pèse. As-tu pensé à en parler à quelqu'un de confiance? Un parent, un prof, ou peut-être un vrai intervenant?
user: Ouais j'sais. C'est juste... j'sais pas comment expliquer c'est quoi. Pis j'suis pas sûr si c'est assez grave pour vraiment le dire à quelqu'un. Ça va probablement passer.
assistant: Je comprends que tu hésite. Mais ce que tu décris—la fatigue, moins d'intérêt, l'isolement—c'est important à prendre au sérieux même si ça semble pas grave. Parler à quelqu'un peut vraiment aider. Tu veux qu'on en reparle demain?",jaune,low,fr,0,synth_fr_jaune_349
,12,"user: Yo, ça va? J'sais pas trop pourquoi j'suis sur cette app haha. J'me sens juste un peu fatigué ces temps-ci, c'est tout. Rien de grave.
assistant: Yo! Bienvenue :) C'est cool que tu sois là. La fatigue, c'est quelque chose que beaucoup de jeunes vivent. C'est depuis quand que tu te sens comme ça?
user: Genre deux trois semaines? J'arrive pas à bien dormir même si j'me couche tôt. Pis j'ai l'impression que ça affecte mon mood à l'école.
assistant: Deux trois semaines, c'est assez long pour que ça joue sur tes journées. Est-ce qu'il y a quelque chose de stressant qui se passe en ce moment? L'école, les amis, la famille?
user: Pas vraiment quelque chose de spécifique. J'sais pas. Les gens autour de moi comprennent pas vraiment c'est quoi mon affaire. Mes amis pensent que j'overreacte.
assistant: C'est tough quand personne autour semble vraiment comprendre ce que tu traverses. C'est pas une overreaction de te sentir mal. Peux-tu me parler un peu plus de ça?
user: J'sais pas trop comment expliquer. C'est juste que tout me paraît plus lourd qu'avant. Même les trucs que j'aimais faire, ça m'tente moins.
assistant: Quand les choses qu'on aime deviennent moins intéressantes, ça peut être un signe que quelque chose change en dedans. T'as essayé de parler à quelqu'un de confiance?
user: Non, tsé... j'sais pas si ça vaut la peine. C'est peut-être juste moi qui suis pas bon là-dedans. Mes notes ont baissé un peu aussi.
assistant: Ça vaut toujours la peine de parler à quelqu'un. Et les notes qui baissent quand on est fatigué, c'est normal. Comment tu te sens là, tout de suite?
user: Juste vide. C'est comme si j'avais plus le fun nulle part. Même les fins de semaine. Est-ce que c'est normal?
assistant: Ce que tu décris là, c'est important à prendre au sérieux. Ça sonne comme de la tristesse persistante. Je pense que tu devrais vraiment parler à un adulte de confiance - un parent, un prof, ou un conseiller à l'école. Ça va?",jaune,low,fr,0,synth_fr_jaune_350
,12,"user: Yo, ça va? J'suis pas mal fatigué ces temps-ci. J'dors comme 10 heures par nuit pis j'me sens encore épuisé tsé.
assistant: Salut! C'est notable que tu remarques ça. La fatigue c'est souvent le signe que quelque chose est pas tout à fait au point. Comment ça va sinon? Y'a des choses stressantes en ce moment?
user: Ben non, rien de spécial. L'école c'est correct, j'ai mes notes. Mais c'est weird, j'ai pas trop le goût de sortir avec mes chums dernièrement. Même pas vraiment intéressé.
assistant: C'est intéressant que tu remarques ça aussi. Parfois quand on est fatigue, c'est normal qu'on ait moins d'énergie pour socialiser. Est-ce que y'a quelque chose qui t'inquiète ou qui pèse sur toi?
user: Non non, vraiment rien. Juste que... j'sais pas, mes amis y comprennent pas pourquoi j'suis moins actif. Y pensent que c'est personnel mais c'est juste pas comme avant.
assistant: Ça peut être difficile d'expliquer à tes amis ce que tu ressens si toi-même tu comprends pas trop. Est-ce que tu trouves facile de parler de tes feelings en général?
user: Pas vraiment tsé. Pas mal discret normalement. Pis là c'est genre... j'sais pas pourquoi j'serais pas bon. Comme j'doute beaucoup plus qu'avant.
assistant: Les doutes sur soi c'est quelque chose que plusieurs vivent, mais c'est cool que tu sois capable de l'identifier. Ces doutes, c'est apparu quand approximativement?
user: Um, y'a quelques semaines peut-être. J'ai moins la tête à faire du stuff. Même les activités que j'aimais ben c'est moins le fun maintenant.
assistant: Ça c'est important à noter - quand les choses qu'on aime habituellement deviennent moins attrayantes. Penses-tu que c'est une question d'énergie ou que c'est plutôt un manque d'intérêt?
user: J'sais pas trop... Peut-être les deux? J'suis juste fatigué pi j'me sens vraiment seul même quand y'a du monde autour de moi.
assistant: Ce que tu décris là - la fatigue, la perte d'intérêt, la solitude même avec les autres - c'est important. J'aimerais bien que tu en parles à quelqu'un de confiance, comme un parent ou un counsellor à l'école. T'as quelqu'un que tu pourrais rejoindre?",jaune,low,fr,0,synth_fr_jaune_351
,12,"user: Yo, ça va? J'sais pas trop pourquoi j'suis ici haha. Mon ami m'a dit que c'était cool de parler à quelqu'un quand ça va pas. Tsé, rien de grave, c'est juste... je sais pas. Comment ça marche?
assistant: Salut! C'est cool que tu sois là. Y'a pas besoin que ce soit quelque chose de grave pour venir jaser. Pense à moi comme un ami qui t'écoute sans jugement. Tu peux me parler de ce qui se passe, à ton rythme. Qu'est-ce qui te préoccupe en ce moment?
user: Ben je sais pas vraiment comment l'expliquer. Je me sens genre... fatigué tout le temps? Même après avoir dormi 8-9 heures. Pis j'ai moins le goût de faire des affaires que j'aimais avant. C'est bizarre.
assistant: C'est correct de ressentir ça. La fatigue persistante, c'est quelque chose que plusieurs vivent. Et le manque d'intérêt pour les activités qu'on aimait, c'est pas rare non plus. Depuis combien de temps ça dure? Et tu penses qu'il s'est passé quelque chose en particulier?
user: Honnêtement je dirais genre depuis 3-4 semaines? Peut-être plus. Je sais pas trop si quelque chose de spécifique a changé. C'est plus comme... graduel? Mes chums ont essayé de m'inviter pour sortir pis je décline pas mal souvent. Ça m'énerve un peu que j'arrive pas à m'expliquer pourquoi.
assistant: C'est normal de pas avoir toutes les réponses tout de suite. Des fois, ça prend du temps pour comprendre ce qui se passe en dedans. Le fait que tu te retires graduellement, c'est quelque chose qu'on peut explorer. Est-ce que tu te sens seul même quand t'es avec du monde, ou tu as juste moins d'énergie?
user: Un peu des deux tsé. Pis quand j'suis avec mes amis, j'ai l'impression qu'y comprennent pas vraiment. Comme y'a un vide entre moi et eux autres. Faque c'est plus facile de rester chez moi.
assistant: Ce sentiment de vide, c'est une expérience assez commune quand on traverse une période difficile. Tes amis t'aiment probablement, mais y peuvent pas toujours comprendre si tu leur dis pas. As-tu pensé à en parler à quelqu'un de plus proche? Ou c'est difficile pour toi de partager?
user: J'sais pas. Peut-être qu'y diraient juste que j'overshink ou qu'je devrais faire du sport. Pis de toute façon, j'ai pas vraiment la motivation.
assistant: Je comprends. Ça peut être intimidant de partager quand on a pas confiance que l'autre va vraiment saisir. Pas besoin d'avoir la motivation parfaite pour commencer à bouger un peu, même une petite marche. Mais là, comment tu vas vraiment? Comment t'as dormi ces derniers jours?
user: Pas terrible. J'me couche tard, j'scroll sur mon téléphone trop longtemps. Pis j'me réveille comme pas reposé. C'est comme un cycle.
assistant: C'est un cycle classique qui peut vraiment amplifier la fatigue. Je pense que ça serait bon que tu parles à quelqu'un de plus qu'un chatbot—un parent, un conseiller à l'école, ou même un docteur. Juste pour vérifier c'est quoi, parce que ce que tu décris, ça mérite une vraie oreille. Tu penses que tu pourrais?",jaune,low,fr,0,synth_fr_jaune_352
,12,"user: Yo, comment ça va? Moi tsé, j'suis juste fatigué lately. J'sais pas si c'est normal à mon âge ou quoi.
assistant: Hey! C'est normal de sentir de la fatigue parfois. Ça peut venir de pas mal de choses - le stress, le sommeil, les changements. Tu dors bien ces temps-ci?
user: Ouais, dormir c'est correct je pense. Mais genre, même quand je dors j'me sens pas vraiment reposé, tu sais? Et pis j'ai pas vraiment le goût de faire des affaires que j'aimais avant.
assistant: Ça sonne comme quelque chose qui dure depuis un peu de temps alors. C'est quoi les affaires que t'aimais avant et que tu fais moins maintenant?
user: Bah, j'sais pas. Sortir avec les chums pis tout. Mais là genre personne comprend vraiment ce que je vis, faque c'est pas mal plate.
assistant: C'est difficile quand on sent que les autres comprennent pas. Est-ce que t'as essayé de parler à quelqu'un de ce que tu ressens? Même juste une personne?
user: Pas vraiment. J'sais pas trop comment expliquer. C'est juste... weird.
assistant: Ça peut être tough de trouver les mots. Mais essayer c'est déjà quelque chose. Comment tu te sens en ce moment, là, en ce moment?
user: Meh. Fatigué. Genre j'doute de moi beaucoup ces jours-ci.
assistant: Des doutes sur toi-même, c'est quelque chose que beaucoup de jeunes vivent. Mais c'est important de pas rester seul avec ça. Qu'est-ce qui te fait douter?
user: Mon école, mes amis... j'sais pas. Tout.
assistant: Quand tout te pèse comme ça, c'est correct de chercher de l'aide. Y a du monde qui peut t'écouter vraiment - un parent, un intervenant à l'école. T'aimerais en parler à quelqu'un?",jaune,low,fr,0,synth_fr_jaune_353
,12,"user: Yo, salut! J'sais pas trop pourquoi j'suis là mais lately j'me sens genre... fatigué tout le temps? Même quand j'ai bien dormi. C'est weird.
assistant: Salut! Merci d'être venu partager ça avec moi. La fatigue persistante, c'est quelque chose que beaucoup de gens vivent. Est-ce que tu as remarqué quand c'est que ça a commencé?
user: J'sais pas trop exactement. Genre peut-être depuis un mois ou deux? J'fais encore du sport pis mes activités habituelles, mais ça m'énerve plus comme avant, tsé?
assistant: Je comprends. Quand les choses qu'on aime habituellement nous énervent moins, c'est souvent un signe que quelque chose se passe. Y a-t-il d'autres changements que tu as remarqués?
user: Bah, j'me sens plus seul aussi. Mes amis, ils comprennent pas vraiment ce que j'essaie de dire quand j'essaie de parler de comment j'me sens. Faque j'ai arrêté un peu de leur en parler.
assistant: C'est difficile de se sentir seul, surtout quand on a l'impression que les autres comprennent pas. C'est brave que tu le partages ici. Penses-tu que tes amis sauraient comment t'aider si tu leur expliquais autrement?
user: J'sais pas... peut-être. Lately j'ai juste pas le goût d'expliquer. Ça fatigue.
assistant: C'est normal de se sentir fatigué à l'idée de devoir expliquer. Parfois notre énergie pour communiquer baisse quand on va pas bien. Comment tu te sens en ce moment?
user: Ça va. Pas pire. J'doute juste beaucoup de moi en ce moment. Genre si j'suis bon à des affaires. Si mes amis m'aiment vraiment ou si c'est juste... par habitude.
assistant: Les doutes sur nous-mêmes et nos relations, ça vient souvent avec la fatigue et la solitude. C'est comme un cycle. Tu sais, ces pensées-là sont importantes à ne pas ignorer. As-tu pensé à parler à quelqu'un de confiance - genre un parent ou un prof?
user: Non vraiment. J'ai pas envie de les déranger. Ils ont leurs affaires.
assistant: Je suis content que tu sois ici. Ce que tu ressens mérite d'être écouté. Si ça continue ou s'empire, parler à un adulte de confiance vraiment aiderait. En attendant, je suis là. Veux-tu qu'on parle de ce qui te préoccupe le plus?",jaune,low,fr,0,synth_fr_jaune_354
